landmark_id,class,frame_id,x1,y1,x2,y2
landmark_001,house,frame_001,995,805,1270,973
landmark_002,car,frame_001,525,973,600,1048
landmark_003,house,frame_002,993,807,1280,965
landmark_004,car,frame_002,518,970,650,1049
landmark_005,house,frame_002,962,708,1151,802
landmark_006,car,frame_002,518,978,589,1044
landmark_007,house,frame_003,993,807,1295,985
landmark_008,house,frame_003,959,710,1155,797
landmark_009,house,frame_004,997,812,1306,983
landmark_010,house,frame_005,996,809,1308,987
landmark_011,house,frame_006,1002,816,1325,995
landmark_012,house,frame_007,1005,827,1339,1003
landmark_013,house,frame_007,959,709,1180,812
landmark_014,house,frame_008,1004,828,1341,1007
landmark_015,house,frame_008,961,711,1179,813
landmark_016,house,frame_009,1001,826,1341,1016
landmark_017,house,frame_009,947,719,1194,813
landmark_018,house,frame_010,999,822,1341,1023
landmark_019,house,frame_010,947,721,1196,818
landmark_020,house,frame_011,1002,827,1349,1031
landmark_021,house,frame_011,949,725,1198,815
landmark_022,house,frame_011,783,715,941,814
landmark_023,house,frame_012,1002,838,1380,1049
landmark_024,house,frame_012,753,715,938,818
landmark_025,house,frame_012,952,724,1202,818
landmark_026,house,frame_013,1001,855,1390,1062
landmark_027,house,frame_013,949,725,1200,825
landmark_028,house,frame_013,756,717,937,819
landmark_029,house,frame_014,1005,862,1399,1068
landmark_030,house,frame_014,947,728,1206,829
landmark_031,house,frame_014,771,720,938,828
landmark_032,house,frame_015,1009,860,1410,1076
landmark_033,house,frame_015,945,727,1204,833
landmark_034,house,frame_015,765,718,937,826
landmark_035,house,frame_016,1010,847,1443,1080
landmark_036,house,frame_016,948,730,1201,833
landmark_037,house,frame_016,759,722,940,836
landmark_038,house,frame_017,1010,855,1461,1079
landmark_039,house,frame_017,946,731,1213,834
landmark_040,house,frame_017,737,721,938,841
landmark_041,house,frame_017,679,604,808,677
landmark_042,house,frame_018,950,732,1216,840
landmark_043,house,frame_018,1006,868,1469,1078
landmark_044,house,frame_018,745,721,939,843
landmark_045,house,frame_019,949,732,1217,841
landmark_046,house,frame_019,1005,871,1443,1079
landmark_047,house,frame_019,725,726,935,846
landmark_048,house,frame_019,657,606,801,677
landmark_049,house,frame_020,945,736,1219,846
landmark_050,house,frame_020,744,728,935,851
landmark_051,house,frame_020,1004,878,1415,1080
landmark_052,house,frame_020,654,613,790,685
landmark_053,house,frame_021,942,741,1221,848
landmark_054,house,frame_021,771,730,938,844
landmark_055,car,frame_021,815,838,879,881
landmark_056,house,frame_021,1012,881,1453,1080
landmark_057,house,frame_021,640,617,784,692
landmark_058,house,frame_022,942,742,1234,854
landmark_059,house,frame_022,748,736,937,852
landmark_060,car,frame_022,811,845,885,892
landmark_061,house,frame_022,1009,897,1435,1078
landmark_062,house,frame_023,945,746,1235,857
landmark_063,house,frame_023,728,737,936,854
landmark_064,house,frame_023,1005,905,1446,1078
landmark_065,car,frame_023,804,849,883,899
landmark_066,house,frame_023,660,608,803,682
landmark_067,house,frame_024,946,747,1240,860
landmark_068,house,frame_024,738,738,934,860
landmark_069,car,frame_024,801,850,881,897
landmark_070,car,frame_024,917,940,970,998
landmark_071,house,frame_024,1009,910,1445,1080
landmark_072,house,frame_024,653,616,791,688
landmark_073,house,frame_025,746,742,934,863
landmark_074,house,frame_025,954,749,1242,867
landmark_075,car,frame_025,801,854,876,902
landmark_076,car,frame_025,912,950,968,1008
landmark_077,house,frame_025,1009,912,1457,1079
landmark_078,house,frame_025,623,618,792,695
landmark_079,house,frame_025,611,623,755,698
landmark_080,house,frame_026,950,751,1235,870
landmark_081,car,frame_026,799,859,877,905
landmark_082,house,frame_026,722,747,934,869
landmark_083,car,frame_026,912,953,969,1023
landmark_084,house,frame_026,620,625,761,696
landmark_085,house,frame_026,851,644,975,707
landmark_086,house,frame_027,722,744,941,869
landmark_087,house,frame_027,951,752,1249,881
landmark_088,car,frame_027,800,864,877,912
landmark_089,car,frame_027,911,964,970,1033
landmark_090,house,frame_027,608,627,747,699
landmark_091,house,frame_027,851,644,972,709
landmark_092,house,frame_028,729,752,941,873
landmark_093,house,frame_028,942,753,1241,880
landmark_094,car,frame_028,797,868,877,917
landmark_095,car,frame_028,910,969,969,1041
landmark_096,house,frame_028,850,642,972,711
landmark_097,house,frame_028,615,627,768,699
landmark_098,house,frame_029,721,753,940,883
landmark_099,house,frame_029,937,756,1248,887
landmark_100,car,frame_029,792,875,877,923
landmark_101,car,frame_029,910,979,968,1045
landmark_102,house,frame_029,847,644,974,713
landmark_103,house,frame_030,940,759,1245,888
landmark_104,house,frame_030,718,749,932,885
landmark_105,car,frame_030,790,877,871,926
landmark_106,car,frame_030,912,984,971,1059
landmark_107,house,frame_030,849,647,972,714
landmark_108,house,frame_031,939,762,1244,891
landmark_109,house,frame_031,711,751,932,887
landmark_110,car,frame_031,788,883,873,935
landmark_111,car,frame_031,911,992,972,1073
landmark_112,house,frame_031,845,644,963,715
landmark_113,house,frame_032,947,766,1250,892
landmark_114,house,frame_032,707,752,932,889
landmark_115,car,frame_032,784,888,876,941
landmark_116,car,frame_032,909,1001,970,1077
landmark_117,house,frame_032,849,649,972,717
landmark_118,house,frame_033,949,771,1262,901
landmark_119,car,frame_033,785,890,877,948
landmark_120,house,frame_033,698,755,931,903
landmark_121,car,frame_033,910,1015,971,1078
landmark_122,house,frame_033,850,650,972,716
landmark_123,house,frame_034,947,773,1268,907
landmark_124,house,frame_034,693,755,929,903
landmark_125,car,frame_034,783,897,872,950
landmark_126,car,frame_034,907,1018,974,1080
landmark_127,car,frame_034,949,833,995,871
landmark_128,house,frame_034,851,649,973,716
landmark_129,house,frame_034,600,637,739,706
landmark_130,house,frame_035,942,774,1270,909
landmark_131,house,frame_035,688,767,930,909
landmark_132,car,frame_035,781,904,867,958
landmark_133,car,frame_035,906,1030,971,1079
landmark_134,house,frame_035,595,641,736,708
landmark_135,house,frame_035,850,651,973,718
landmark_136,house,frame_036,943,775,1278,916
landmark_137,house,frame_036,688,761,930,913
landmark_138,car,frame_036,774,912,868,962
landmark_139,car,frame_036,902,1042,965,1080
landmark_140,house,frame_036,590,637,733,715
landmark_141,house,frame_036,848,649,959,719
landmark_142,car,frame_036,466,840,540,897
landmark_143,house,frame_037,940,778,1279,915
landmark_144,house,frame_037,689,765,931,922
landmark_145,car,frame_037,775,917,865,970
landmark_146,car,frame_037,1102,972,1141,1003
landmark_147,house,frame_037,599,634,734,710
landmark_148,house,frame_037,846,651,961,721
landmark_149,house,frame_038,937,779,1276,924
landmark_150,car,frame_038,769,922,864,974
landmark_151,house,frame_038,683,770,930,923
landmark_152,house,frame_038,593,641,726,716
landmark_153,house,frame_038,844,649,1039,724
landmark_154,house,frame_039,934,782,1281,931
landmark_155,house,frame_039,688,771,929,927
landmark_156,car,frame_039,766,926,862,983
landmark_157,house,frame_039,590,643,735,714
landmark_158,car,frame_039,1105,984,1145,1020
landmark_159,house,frame_039,842,648,967,723
landmark_160,house,frame_040,681,775,927,932
landmark_161,house,frame_040,943,787,1283,932
landmark_162,car,frame_040,763,932,861,988
landmark_163,house,frame_040,587,642,723,717
landmark_164,house,frame_040,1062,708,1279,789
landmark_165,house,frame_040,806,715,1013,792
landmark_166,house,frame_041,668,779,928,938
landmark_167,car,frame_041,764,937,862,996
landmark_168,house,frame_041,942,791,1289,938
landmark_169,house,frame_041,584,642,727,722
landmark_170,house,frame_041,1066,704,1283,788
landmark_171,house,frame_041,835,648,974,725
landmark_172,house,frame_042,676,780,929,942
landmark_173,house,frame_042,936,791,1300,946
landmark_174,car,frame_042,758,945,858,1002
landmark_175,house,frame_042,582,642,726,720
landmark_176,house,frame_042,167,795,410,983
landmark_177,house,frame_042,835,654,975,729
landmark_178,house,frame_043,655,786,929,948
landmark_179,house,frame_043,935,795,1304,951
landmark_180,car,frame_043,758,950,853,1008
landmark_181,house,frame_043,580,644,721,718
landmark_182,house,frame_043,113,805,393,997
landmark_183,house,frame_043,835,653,975,728
landmark_184,house,frame_043,1405,676,1617,784
landmark_185,house,frame_043,1070,713,1288,791
landmark_186,house,frame_044,666,781,930,961
landmark_187,house,frame_044,934,798,1309,952
landmark_188,car,frame_044,753,961,853,1017
landmark_189,house,frame_044,579,645,719,718
landmark_190,house,frame_044,837,655,973,727
landmark_191,house,frame_044,32,821,387,1008
landmark_192,house,frame_044,1413,676,1622,776
landmark_193,car,frame_044,1123,1024,1163,1062
landmark_194,house,frame_044,795,726,1018,799
landmark_195,house,frame_045,656,792,930,962
landmark_196,house,frame_045,937,797,1309,963
landmark_197,car,frame_045,749,969,853,1026
landmark_198,house,frame_045,581,644,718,717
landmark_199,house,frame_045,0,826,362,1019
landmark_200,house,frame_045,1067,714,1293,798
landmark_201,car,frame_045,894,719,944,749
landmark_202,house,frame_045,834,654,971,729
landmark_203,car,frame_045,1121,1033,1167,1073
landmark_204,house,frame_046,653,792,929,979
landmark_205,house,frame_046,944,803,1312,968
landmark_206,car,frame_046,746,977,851,1035
landmark_207,house,frame_046,1064,712,1296,805
landmark_208,house,frame_046,573,645,718,717
landmark_209,car,frame_046,1125,1045,1171,1080
landmark_210,house,frame_046,49,825,388,1029
landmark_211,house,frame_046,834,662,968,730
landmark_212,house,frame_046,798,736,1018,805
landmark_213,car,frame_046,373,892,458,936
landmark_214,car,frame_046,893,722,945,750
landmark_215,house,frame_046,1412,683,1674,779
landmark_216,house,frame_047,650,796,925,983
landmark_217,house,frame_047,938,807,1320,977
landmark_218,car,frame_047,743,983,851,1041
landmark_219,house,frame_047,8,833,370,1047
landmark_220,house,frame_047,576,648,716,722
landmark_221,house,frame_047,1069,711,1302,809
landmark_222,house,frame_047,796,732,1020,811
landmark_223,house,frame_047,831,661,970,733
landmark_224,car,frame_047,496,1040,543,1079
landmark_225,house,frame_048,641,799,927,994
landmark_226,house,frame_048,942,808,1326,987
landmark_227,car,frame_048,737,990,849,1053
landmark_228,house,frame_048,569,648,714,724
landmark_229,house,frame_048,34,832,382,1046
landmark_230,car,frame_048,890,721,945,754
landmark_231,house,frame_048,1068,711,1311,812
landmark_232,house,frame_048,790,727,1020,818
landmark_233,house,frame_048,827,659,969,739
landmark_234,house,frame_049,644,800,928,993
landmark_235,house,frame_049,936,813,1337,996
landmark_236,car,frame_049,735,994,844,1060
landmark_237,car,frame_049,890,721,946,756
landmark_238,house,frame_049,568,651,706,723
landmark_239,house,frame_049,1069,714,1315,812
landmark_240,house,frame_049,21,831,356,1050
landmark_241,house,frame_049,788,728,1020,822
landmark_242,house,frame_049,832,659,975,739
landmark_243,house,frame_050,934,819,1337,1001
landmark_244,house,frame_050,636,807,925,1013
landmark_245,car,frame_050,734,1007,841,1069
landmark_246,house,frame_050,781,716,1018,825
landmark_247,house,frame_050,573,651,706,726
landmark_248,house,frame_050,0,836,345,1059
landmark_249,house,frame_050,1075,720,1323,813
landmark_250,house,frame_051,629,806,924,1021
landmark_251,house,frame_051,934,823,1340,1008
landmark_252,car,frame_051,729,1016,841,1079
landmark_253,house,frame_051,1071,716,1328,826
landmark_254,house,frame_051,568,653,698,725
landmark_255,car,frame_051,894,727,946,756
landmark_256,house,frame_051,782,730,1020,830
landmark_257,house,frame_051,831,664,968,742
landmark_258,house,frame_052,935,827,1347,1016
landmark_259,house,frame_052,630,810,924,1028
landmark_260,car,frame_052,724,1023,836,1079
landmark_261,house,frame_052,565,653,696,726
landmark_262,house,frame_052,777,733,1023,830
landmark_263,car,frame_052,893,729,946,756
landmark_264,house,frame_052,830,665,971,742
landmark_265,house,frame_052,1076,721,1332,827
landmark_266,car,frame_052,718,753,763,803
landmark_267,house,frame_052,424,718,595,787
landmark_268,house,frame_053,626,814,924,1041
landmark_269,house,frame_053,935,831,1351,1022
landmark_270,car,frame_053,723,1036,832,1080
landmark_271,car,frame_053,895,730,943,757
landmark_272,house,frame_053,562,654,696,726
landmark_273,car,frame_053,718,761,762,811
landmark_274,house,frame_053,1462,691,1677,800
landmark_275,house,frame_053,830,664,967,743
landmark_276,house,frame_053,423,716,592,787
landmark_277,house,frame_053,1078,733,1334,829
landmark_278,house,frame_053,778,740,1021,833
landmark_279,house,frame_053,659,618,774,695
landmark_280,house,frame_054,609,813,919,1051
landmark_281,house,frame_054,936,836,1356,1030
landmark_282,car,frame_054,725,1044,824,1080
landmark_283,car,frame_054,718,764,764,813
landmark_284,house,frame_054,415,713,595,796
landmark_285,house,frame_054,557,655,699,728
landmark_286,house,frame_054,1080,733,1334,827
landmark_287,house,frame_054,1463,691,1682,810
landmark_288,house,frame_054,773,738,1025,836
landmark_289,house,frame_054,832,665,970,742
landmark_290,car,frame_054,894,730,947,759
landmark_291,house,frame_055,608,816,918,1073
landmark_292,house,frame_055,937,844,1365,1043
landmark_293,car,frame_055,717,767,763,815
landmark_294,house,frame_055,1467,697,1692,808
landmark_295,house,frame_055,405,717,605,801
landmark_296,house,frame_055,1083,739,1323,834
landmark_297,house,frame_055,556,653,697,728
landmark_298,house,frame_055,832,665,970,741
landmark_299,house,frame_055,774,747,1020,839
landmark_300,car,frame_055,890,733,943,759
landmark_301,car,frame_055,591,756,635,790
landmark_302,house,frame_056,603,821,920,1077
landmark_303,house,frame_056,937,848,1366,1044
landmark_304,car,frame_056,711,772,759,816
landmark_305,house,frame_056,555,650,698,732
landmark_306,house,frame_056,1087,737,1335,844
landmark_307,house,frame_056,1480,694,1699,805
landmark_308,house,frame_056,775,749,1023,845
landmark_309,house,frame_056,828,669,967,740
landmark_310,car,frame_056,588,758,633,791
landmark_311,house,frame_056,400,719,593,799
landmark_312,house,frame_057,581,820,916,1080
landmark_313,house,frame_057,935,850,1372,1050
landmark_314,car,frame_057,712,777,761,822
landmark_315,house,frame_057,1086,743,1337,843
landmark_316,house,frame_057,1471,698,1705,815
landmark_317,house,frame_057,554,653,696,732
landmark_318,house,frame_057,771,750,1025,848
landmark_319,car,frame_057,582,761,628,797
landmark_320,car,frame_057,890,735,946,764
landmark_321,house,frame_057,400,717,589,796
landmark_322,house,frame_057,826,669,957,742
landmark_323,car,frame_057,730,705,767,739
landmark_324,house,frame_058,581,831,919,1077
landmark_325,house,frame_058,931,856,1378,1056
landmark_326,car,frame_058,705,779,758,826
landmark_327,house,frame_058,545,655,694,738
landmark_328,house,frame_058,773,752,1025,851
landmark_329,house,frame_058,1090,749,1341,853
landmark_330,car,frame_058,579,763,623,799
landmark_331,house,frame_058,1504,695,1723,817
landmark_332,house,frame_058,821,670,969,746
landmark_333,house,frame_058,378,721,584,801
landmark_334,car,frame_058,889,741,947,774
landmark_335,house,frame_059,580,834,911,1080
landmark_336,house,frame_059,933,862,1384,1069
landmark_337,car,frame_059,707,781,756,827
landmark_338,house,frame_059,546,657,693,738
landmark_339,house,frame_059,775,752,1025,854
landmark_340,house,frame_059,1093,748,1346,853
landmark_341,house,frame_059,1503,702,1727,819
landmark_342,house,frame_059,386,720,587,797
landmark_343,car,frame_059,578,766,615,801
landmark_344,house,frame_059,826,670,972,746
landmark_345,house,frame_060,599,842,914,1080
landmark_346,house,frame_060,930,867,1388,1074
landmark_347,car,frame_060,704,783,752,829
landmark_348,car,frame_060,573,765,612,805
landmark_349,house,frame_060,768,753,1026,857
landmark_350,house,frame_060,544,655,688,742
landmark_351,house,frame_060,1092,750,1353,857
landmark_352,house,frame_060,1497,697,1733,825
landmark_353,house,frame_060,821,671,973,746
landmark_354,car,frame_060,890,741,943,774
landmark_355,house,frame_061,576,848,915,1078
landmark_356,house,frame_061,921,874,1406,1080
landmark_357,car,frame_061,704,785,750,832
landmark_358,house,frame_061,764,754,1025,864
landmark_359,house,frame_061,1094,748,1356,856
landmark_360,house,frame_061,539,657,690,743
landmark_361,car,frame_061,890,742,944,775
landmark_362,car,frame_061,568,769,612,805
landmark_363,house,frame_061,817,672,974,746
landmark_364,house,frame_061,380,725,580,804
landmark_365,house,frame_062,603,851,915,1079
landmark_366,house,frame_062,933,876,1409,1076
landmark_367,car,frame_062,700,787,747,836
landmark_368,house,frame_062,539,658,688,742
landmark_369,house,frame_062,1091,750,1359,859
landmark_370,car,frame_062,565,766,611,807
landmark_371,house,frame_062,759,762,1024,871
landmark_372,car,frame_062,889,742,945,777
landmark_373,house,frame_062,363,727,568,809
landmark_374,house,frame_062,817,672,974,749
landmark_375,house,frame_062,1506,711,1741,823
landmark_376,house,frame_063,607,850,912,1078
landmark_377,house,frame_063,924,882,1411,1076
landmark_378,house,frame_063,1093,758,1360,867
landmark_379,car,frame_063,696,790,743,839
landmark_380,house,frame_063,758,763,1025,875
landmark_381,house,frame_063,535,659,687,742
landmark_382,car,frame_063,563,770,608,807
landmark_383,car,frame_063,887,745,944,778
landmark_384,house,frame_063,1511,709,1744,825
landmark_385,house,frame_063,1481,816,1899,1060
landmark_386,house,frame_063,822,670,965,749
landmark_387,house,frame_064,604,855,910,1080
landmark_388,house,frame_064,921,889,1425,1077
landmark_389,house,frame_064,1094,757,1369,868
landmark_390,car,frame_064,694,793,741,840
landmark_391,house,frame_064,363,732,562,817
landmark_392,house,frame_064,532,658,687,743
landmark_393,car,frame_064,557,771,604,809
landmark_394,car,frame_064,887,744,943,781
landmark_395,house,frame_064,1511,708,1763,831
landmark_396,house,frame_064,758,771,1025,876
landmark_397,house,frame_064,819,672,956,752
landmark_398,house,frame_065,577,864,911,1080
landmark_399,house,frame_065,924,895,1435,1077
landmark_400,house,frame_065,1091,765,1374,877
landmark_401,car,frame_065,693,798,740,847
landmark_402,house,frame_065,530,660,688,745
landmark_403,car,frame_065,887,749,946,781
landmark_404,car,frame_065,556,776,600,812
landmark_405,house,frame_065,350,736,554,817
landmark_406,house,frame_065,1497,825,1920,1077
landmark_407,house,frame_065,759,773,1024,878
landmark_408,house,frame_065,137,804,433,925
landmark_409,house,frame_065,1522,712,1766,836
landmark_410,car,frame_065,644,793,673,830
landmark_411,house,frame_065,813,675,964,755
landmark_412,car,frame_065,815,776,860,798
landmark_413,house,frame_066,922,903,1439,1080
landmark_414,house,frame_066,1097,769,1382,883
landmark_415,house,frame_066,522,661,686,749
landmark_416,car,frame_066,692,799,740,850
landmark_417,car,frame_066,888,752,946,781
landmark_418,house,frame_066,558,869,912,1078
landmark_419,house,frame_066,344,737,550,820
landmark_420,house,frame_066,747,769,1028,887
landmark_421,car,frame_066,552,779,597,818
landmark_422,house,frame_066,1504,835,1920,1078
landmark_423,car,frame_066,817,777,865,800
landmark_424,house,frame_066,76,807,427,939
landmark_425,house,frame_066,1521,714,1784,845
landmark_426,car,frame_066,635,797,670,830
landmark_427,car,frame_066,1776,800,1832,847
landmark_428,house,frame_066,816,676,954,762
landmark_429,house,frame_067,920,908,1449,1080
landmark_430,house,frame_067,1101,770,1389,888
landmark_431,house,frame_067,520,661,689,750
landmark_432,car,frame_067,691,802,736,851
landmark_433,house,frame_067,31,809,417,950
landmark_434,car,frame_067,885,756,944,786
landmark_435,house,frame_067,566,875,912,1077
landmark_436,house,frame_067,334,740,544,822
landmark_437,car,frame_067,548,781,593,821
landmark_438,car,frame_067,816,774,863,803
landmark_439,house,frame_067,743,769,1027,894
landmark_440,house,frame_067,1530,719,1790,850
landmark_441,house,frame_067,1503,847,1920,1080
landmark_442,car,frame_067,634,800,670,830
landmark_443,house,frame_067,815,678,953,759
landmark_444,house,frame_068,922,913,1448,1078
landmark_445,house,frame_068,1098,776,1391,890
landmark_446,house,frame_068,517,663,685,752
landmark_447,house,frame_068,325,736,548,825
landmark_448,car,frame_068,688,803,734,854
landmark_449,car,frame_068,887,756,944,785
landmark_450,house,frame_068,743,769,1032,898
landmark_451,car,frame_068,549,782,591,825
landmark_452,house,frame_068,1532,715,1801,849
landmark_453,house,frame_068,2,815,418,953
landmark_454,house,frame_068,1518,852,1920,1080
landmark_455,house,frame_068,557,882,913,1078
landmark_456,car,frame_068,811,780,852,804
landmark_457,house,frame_068,812,674,957,763
landmark_458,car,frame_068,817,781,860,803
landmark_459,house,frame_069,919,919,1457,1080
landmark_460,house,frame_069,1,818,416,964
landmark_461,house,frame_069,1095,778,1393,896
landmark_462,car,frame_069,683,805,731,858
landmark_463,house,frame_069,320,737,544,826
landmark_464,house,frame_069,517,666,680,751
landmark_465,car,frame_069,886,757,947,789
landmark_466,car,frame_069,544,783,587,827
landmark_467,house,frame_069,745,769,1031,901
landmark_468,car,frame_069,813,780,857,808
landmark_469,house,frame_069,1518,852,1920,1078
landmark_470,house,frame_069,1532,716,1816,855
landmark_471,house,frame_069,812,675,955,764
landmark_472,house,frame_070,917,927,1461,1080
landmark_473,house,frame_070,1100,777,1400,899
landmark_474,house,frame_070,1532,849,1920,1075
landmark_475,car,frame_070,679,808,728,862
landmark_476,house,frame_070,515,669,678,754
landmark_477,car,frame_070,539,786,583,827
landmark_478,house,frame_070,0,820,401,975
landmark_479,house,frame_070,1534,718,1820,860
landmark_480,house,frame_070,310,737,543,831
landmark_481,car,frame_070,812,781,859,811
landmark_482,car,frame_070,883,759,949,798
landmark_483,house,frame_070,744,772,1035,906
landmark_484,car,frame_070,705,724,749,760
landmark_485,house,frame_071,920,932,1463,1080
landmark_486,house,frame_071,0,822,391,985
landmark_487,house,frame_071,1107,781,1407,902
landmark_488,house,frame_071,1537,857,1920,1077
landmark_489,car,frame_071,675,811,723,865
landmark_490,house,frame_071,511,667,680,756
landmark_491,car,frame_071,535,789,581,829
landmark_492,house,frame_071,307,742,539,834
landmark_493,car,frame_071,884,761,948,799
landmark_494,house,frame_071,744,772,1036,910
landmark_495,car,frame_071,811,784,861,814
landmark_496,house,frame_071,1545,728,1836,866
landmark_497,house,frame_071,610,903,913,1077
landmark_498,house,frame_072,921,940,1467,1080
landmark_499,house,frame_072,0,824,396,992
landmark_500,house,frame_072,1102,778,1412,905
landmark_501,car,frame_072,671,819,721,871
landmark_502,house,frame_072,510,669,675,759
landmark_503,house,frame_072,284,745,534,838
landmark_504,car,frame_072,884,762,948,800
landmark_505,house,frame_072,1564,729,1849,870
landmark_506,car,frame_072,529,794,572,831
landmark_507,house,frame_072,741,773,1037,917
landmark_508,car,frame_072,808,786,860,819
landmark_509,house,frame_072,803,687,967,767
landmark_510,house,frame_072,1534,872,1920,1077
landmark_511,house,frame_073,0,822,392,1001
landmark_512,house,frame_073,921,947,1466,1080
landmark_513,car,frame_073,670,823,718,875
landmark_514,house,frame_073,1115,788,1415,908
landmark_515,house,frame_073,497,668,682,763
landmark_516,house,frame_073,293,747,536,843
landmark_517,car,frame_073,882,763,947,801
landmark_518,car,frame_073,803,787,861,823
landmark_519,car,frame_073,525,798,570,833
landmark_520,house,frame_073,1567,733,1867,884
landmark_521,house,frame_073,800,696,966,768
landmark_522,house,frame_073,758,784,1042,921
landmark_523,house,frame_074,924,952,1472,1080
landmark_524,house,frame_074,0,827,378,1007
landmark_525,car,frame_074,669,824,715,882
landmark_526,house,frame_074,494,672,672,764
landmark_527,house,frame_074,1101,797,1424,911
landmark_528,car,frame_074,521,800,568,834
landmark_529,car,frame_074,881,764,948,803
landmark_530,house,frame_074,277,748,522,849
landmark_531,car,frame_074,803,791,857,826
landmark_532,house,frame_074,738,812,1036,926
landmark_533,house,frame_074,796,697,968,773
landmark_534,house,frame_075,928,961,1488,1080
landmark_535,car,frame_075,667,825,714,880
landmark_536,house,frame_075,1107,792,1431,917
landmark_537,house,frame_075,0,830,363,1012
landmark_538,house,frame_075,494,670,673,764
landmark_539,car,frame_075,882,767,945,803
landmark_540,car,frame_075,804,795,858,826
landmark_541,house,frame_075,303,748,525,845
landmark_542,house,frame_075,737,812,1034,937
landmark_543,car,frame_075,514,804,563,843
landmark_544,house,frame_075,799,699,972,775
landmark_545,house,frame_075,266,761,523,851
landmark_546,house,frame_076,925,969,1493,1080
landmark_547,car,frame_076,663,830,708,885
landmark_548,house,frame_076,1110,796,1439,928
landmark_549,house,frame_076,490,671,669,765
landmark_550,car,frame_076,880,771,946,805
landmark_551,car,frame_076,801,796,855,829
landmark_552,car,frame_076,510,806,562,849
landmark_553,house,frame_076,0,834,351,1024
landmark_554,house,frame_076,265,758,511,853
landmark_555,house,frame_076,734,818,1034,944
landmark_556,house,frame_076,797,699,967,781
landmark_557,house,frame_077,922,972,1502,1079
landmark_558,car,frame_077,658,831,706,886
landmark_559,house,frame_077,480,674,662,768
landmark_560,house,frame_077,1104,796,1445,933
landmark_561,house,frame_077,253,759,500,857
landmark_562,car,frame_077,798,797,855,830
landmark_563,car,frame_077,880,775,945,806
landmark_564,car,frame_077,503,805,558,852
landmark_565,house,frame_077,731,820,1034,948
landmark_566,house,frame_077,0,842,358,1034
landmark_567,house,frame_077,795,701,961,781
landmark_568,house,frame_078,1101,796,1456,939
landmark_569,house,frame_078,927,983,1503,1080
landmark_570,car,frame_078,653,835,703,891
landmark_571,house,frame_078,480,674,661,769
landmark_572,house,frame_078,243,760,500,859
landmark_573,car,frame_078,881,777,941,808
landmark_574,car,frame_078,794,802,854,835
landmark_575,car,frame_078,504,810,551,851
landmark_576,house,frame_078,729,811,1042,956
landmark_577,house,frame_078,0,843,345,1035
landmark_578,house,frame_078,795,697,957,781
landmark_579,house,frame_079,1111,792,1456,949
landmark_580,house,frame_079,474,677,659,773
landmark_581,car,frame_079,649,840,702,898
landmark_582,house,frame_079,251,762,494,860
landmark_583,house,frame_079,951,990,1522,1080
landmark_584,car,frame_079,794,803,852,838
landmark_585,car,frame_079,884,779,942,812
landmark_586,car,frame_079,498,810,541,853
landmark_587,house,frame_079,795,703,962,789
landmark_588,house,frame_079,732,810,1045,962
landmark_589,car,frame_080,646,845,698,905
landmark_590,house,frame_080,469,675,662,775
landmark_591,house,frame_080,1101,794,1459,951
landmark_592,car,frame_080,489,814,539,858
landmark_593,house,frame_080,229,765,489,865
landmark_594,house,frame_080,987,1000,1530,1080
landmark_595,car,frame_080,881,784,941,817
landmark_596,car,frame_080,793,806,857,844
landmark_597,house,frame_080,728,816,1048,965
landmark_598,house,frame_080,794,702,958,788
landmark_599,car,frame_081,645,848,696,905
landmark_600,house,frame_081,467,680,656,778
landmark_601,house,frame_081,1109,808,1478,953
landmark_602,car,frame_081,483,813,538,859
landmark_603,house,frame_081,214,765,487,868
landmark_604,car,frame_081,878,784,945,823
landmark_605,car,frame_081,791,810,856,848
landmark_606,house,frame_081,992,1008,1541,1080
landmark_607,house,frame_081,716,824,1045,972
landmark_608,house,frame_081,0,864,332,1049
landmark_609,house,frame_081,791,701,959,788
landmark_610,car,frame_082,642,852,694,911
landmark_611,house,frame_082,468,679,656,778
landmark_612,car,frame_082,478,821,529,868
landmark_613,house,frame_082,211,767,486,871
landmark_614,house,frame_082,1111,814,1483,958
landmark_615,car,frame_082,790,811,852,851
landmark_616,house,frame_082,710,827,1047,984
landmark_617,car,frame_082,876,787,945,823
landmark_618,house,frame_082,995,1019,1546,1080
landmark_619,house,frame_082,790,709,966,791
landmark_620,car,frame_083,635,854,689,915
landmark_621,house,frame_083,463,678,652,781
landmark_622,car,frame_083,787,813,854,853
landmark_623,house,frame_083,212,768,481,877
landmark_624,car,frame_083,475,823,524,872
landmark_625,house,frame_083,707,831,1047,989
landmark_626,car,frame_083,876,787,941,824
landmark_627,house,frame_083,1112,820,1486,963
landmark_628,house,frame_083,793,700,951,791
landmark_629,house,frame_083,1365,839,1489,973
landmark_630,car,frame_084,630,860,684,917
landmark_631,house,frame_084,214,775,471,885
landmark_632,house,frame_084,464,680,650,782
landmark_633,car,frame_084,471,826,520,876
landmark_634,car,frame_084,788,820,852,859
landmark_635,house,frame_084,704,828,1053,997
landmark_636,car,frame_084,878,789,940,826
landmark_637,house,frame_084,1130,829,1501,970
landmark_638,house,frame_084,795,705,960,795
landmark_639,house,frame_085,212,777,473,887
landmark_640,car,frame_085,625,863,683,927
landmark_641,car,frame_085,870,794,938,829
landmark_642,house,frame_085,448,681,652,778
